Academic year,Transfer student?,School(s) at Northwestern,Residence,Member of Greek life?,Gender Identity,Gender Identity (not listed by survey),Race/Ethnicity,"Race/Ethnicity (if ""Multiracial"" was selected)",Member of the LGBTQ+ community?,Identify as TGNC (transgender or non-conforming)?,Receive need-based financial aid from Northwestern?,International student?,Identify as a first-generation college student?,Identify as a low-income student?,Do you ride a bike on campus?,Importance level: Improving mental health services available on campus,Importance level: Increasing the number of paid employees at CARE,Importance level: Increasing support for diversity and inclusion initiatives at Northwestern,Importance level: Providing increased transportation options to Chicago,"Importance level: Providing university-sponsored, late-night activities where alcohol is not served",Importance level: Improving off-campus street lighting,Importance level: Increasing the number of blue light stations around campus,Importance level: Constructing or designating additional gender neutral bathrooms around campus,Importance level: Increasing the amount of gender open housing on campus,Importance level: Designating a permanent space to low-income or first-generation identifying students,"Importance level: Improving Via (formerly ""Safe Ride"") by extending hours and adding additional drivers",Importance level: Constructing additional bike racks on campus,"Agreement with: ""I have never felt marginalized at NU""","Identities due to which you feel you have been marginalized (if ""Experience marginalization at NU"" was selected)","Settings in which you have experienced marginalization at Northwestern (if ""Experience marginalization at NU"" was selected)","Main source of community, support, and well-being","Main source of community, support, and well-being (other)",Would you like Northwestern to hold events to promote mental wellness on campus?,Would you find it useful for Northwestern to hold educational workshops on mental health/intervention skills?,Do you think Northwestern should require faculty to undergo Mental Health Awareness Training?,"Agreement with: ""It is important that CAPS hire staffers with diverse backgrounds""",Have you ever experienced a mental or physical health issue that has impacted your academic performance at NU?,Have you ever sought the services provided by CAPS?,What was the outcome of your treatment at CAPS?,"Agreement with: ""CAPS met or exceeded my expectations""","Agreement with: ""CAPS was beneficial to my mental health""",Why did CAPS not have a beneficial effect on your mental health?,"Do you have an ongoing, diagnosed, clinical health issue?",Are you registered with Accessible NU?,Have you used CAPS for a referral to an off-campus provider?,"Agreement with: ""I was referred to a professional in a timely manner""","Agreement with: ""CAPS assisted me in finding additional necessary resources (e.g. financial aid) for my treatment""","Agreement with: ""I had to change my class/extracurricular schedule in order to attend counseling off-campus""","Agreement with: ""The professional(s) I was referred to had adequate time to schedule sessions with me""","What resources, excluding CAPS, if any, do you utilize to support your well-being?","Agreement with: ""The university provides resources that allow me to partake in academic pursuits"" (if ""low-income or first-gen student)","Agreement with: ""The university provides resources that allow me to partake in extracurricular activities"" (if ""low-income or first-gen student)","Agreement with: ""I have been prevented from taking a class/academic activity for financial reasons"" (if ""low-income or first-gen student)","Agreement with: ""I have the necessary resources to interview at companies that I'm interested in"" (if ""low-income or first-gen student)","Agreement with: ""I have never financially struggled to purchase required academic software"" (if ""low-income or first-gen student)","Agreement with: ""It's important for Northwestern to continue to bring  peakers as a part of the Contemporary Thought Speaker Series""",Do you currently hold a paying job either on or off campus?,"Is your job, or one of your jobs, a work-study position?",Do you currently hold more than one paying job?,"How many paying jobs do you currently hold? (if ""I hold more than 1 paid position"" was selected)","Agreement with: ""I have never had to turn down a leadership position in a student organization due to work obligations""","Agreement with: ""I am heavily involved in one or more student organizations""","Hours per week you dedicate to the organizations (if ""Heavily involved in student organization(s)"" was selected)",Do you hold a leadership position in any of the organizations that you are involved with?,Are you aware of the existence of Northwestern's gender-open housing policy?,Are you currently in gender-open housing?,"If in gender-open housing, how would you rate your experience?","Agreement with: ""Northwestern should institute a gender-open dorm (as opposed to gender-open floors)""",Who is your landlord?,Who is your landlord?  (other),How satisfied are you with your living space?,Reasons for your dissatisfaction in living space,What platform(s) did you use in your search for your off-campus living?,What platform(s) did you use in your search for your off-campus living? (other),Do you have any dietary restrictions?,"Agreement with: ""There are always enough options for me at the dining halls"" (if ""Dietary restrictions"" was selected)",Please rate how satisfied you are with the current dining hall options.,Areas most important for Northwestern to focus on to improve its commitment to sustainability,"Agreement with: ""I commit myself to a sustainable lifestyle in my daily life (recycling, limiting water usage)""",Are you planning on voting in the 2020 Presidential Election?,How many school credits are you taking this quarter?,Where did you attend high school?,Do you own a Juul or vape?,Are you currently in a relationship?,Are you currently active on a dating app?,"Dating apps used (if ""Using dating app"" was selected)","Agreement with: ""I would recommend Northwestern to a younger sibling or friend."""
Third year,No,Weinberg,Off Campus,Yes,Transgender man,No answer,White,No answer,Yes,Yes,No,No,No,No,Yes,Very important,Important,Very important,Very important,Neither important nor unimportant,Important,Important,Very important,Very important,Very important,Very important,Important,Disagree,"Gender,Sexual Orientation","Greek Life,Not sure","Club/Student Organization,IFC/PHA Greek Life,Friend group/Family,Dorm/neighborhood",No answer,"Yes, somewhat","Yes, very much","Yes, very much",Strongly agree,Yes,Yes,I met with someone at CAPS and then was referred to an outside care person.,Neither agree nor disagree,Neither agree nor disagree,No answer,No,No answer,Yes,Agree,Disagree,Disagree,Neither agree nor disagree,CARE,No answer,No answer,Strongly disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Yes,No,No,No answer,Disagree,Strongly Agree,Between 5-10 hours,Yes,Yes,No,No answer,Strongly Agree,Other:,Maple Evanston Prop,Very satisfied,No answer,Word of mouth,No answer,No,No answer,Unable to judge,"Providing alternative student transportation options (e.g. biking, scooters etc.),Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste",Somewhat agree,Yes,No answer,US - Midwest,No,Yes,No,No answer,Agree
Second year,No,SESP,On Campus Residential Hall,No,Cisgender woman,No answer,White,No answer,No,No,No,No,No,No,Yes,Important,Neither important nor unimportant,Important,Important,Unimportant,Important,Neither important nor unimportant,Important,Important,Very important,Unable to Judge,Neither important nor unimportant,Strongly Disagree,"Gender,Religion",Classroom or other academic setting,Friend group/Family,No answer,"Yes, very much","Yes, very much","Yes, very much",Strongly agree,Yes,No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Agree,Strongly agree,Unable to Judge,Strongly agree,Yes,No,No,No answer,Strongly Disagree,Strongly Agree,Between 5-10 hours,No,Yes,Yes,Neither satisfied nor dissatisfied,Strongly Agree,No answer,No answer,No answer,No answer,No answer,No answer,Yes,Strongly disagree,Dissatisfied,"Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting",Strongly agree,Yes,4.5,US - Midwest,No,Yes,No,No answer,Neither Agree nor Disagree
Fourth year,No,McCormick,Off Campus,No,Cisgender woman,No answer,White,No answer,Yes,No,Yes,No,No,Yes,Yes,Very important,Very important,Very important,Important,Unimportant,Not at all important,Neither important nor unimportant,Important,Important,Very important,Very important,Neither important nor unimportant,Neither agree or disagree,No answer,No answer,"Club/Student Organization,Friend group/Family",No answer,"Yes, somewhat",No preference,"Yes, very much",Strongly agree,"Maybe, but I am unsure.",No,No answer,No answer,No answer,No answer,Yes,Yes,No answer,No answer,No answer,No answer,No answer,"Student Enrichment Services (SES),AccessibleNU",Neither agree nor disagree,Disagree,Disagree,Agree,Disagree,Unable to Judge,Yes,Yes,No,No answer,Agree,Strongly Agree,Between 5-10 hours,Yes,No,No,No answer,Neither agree or disagree,Other:,CH Ventures LLC,Very satisfied,No answer,"Walking around Evanston looking for ""For Rent"" signs,Word of mouth,Other:",My aunt and uncle found a listing online,No,No answer,Unable to judge,"Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Strongly agree,Yes,3,US - Midwest,No,Yes,No,No answer,Disagree
Second year,No,"Weinberg,Bienen",On Campus Residential College,No,Cisgender man,No answer,Multi-racial or Multi-ethnic,"White,Hispanic or Latino",No,No,Yes,No,No,No,No,Important,Unable to Judge,Unable to Judge,Neither important nor unimportant,Important,Unable to Judge,Unable to Judge,Important,Unable to Judge,Unimportant,Unable to Judge,No answer,Neither agree or disagree,No answer,No answer,Friend group/Family,No answer,"Yes, somewhat","Yes, very much","Yes, somewhat",Somewhat agree,"Maybe, but I am unsure.",No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Disagree,Unable to Judge,Disagree,Neither agree nor disagree,Yes,Yes,No,No answer,Neither Agree nor Disagree,Neither Agree nor Disagree,No answer,No answer,Yes,No,No answer,Agree,No answer,No answer,No answer,No answer,No answer,No answer,Yes,Disagree,Extremely dissatisfied,"Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Neither agree nor disagree,Yes,5.5,US - Southeast,No,No,No,No answer,Disagree
Second year,No,Medill,On Campus Greek Housing,Yes,Cisgender man,No answer,White,No answer,No,No,No,No,No,No,No,Very important,Important,Neither important nor unimportant,Important,Neither important nor unimportant,Important,Neither important nor unimportant,Important,Unable to Judge,Unable to Judge,Important,No answer,Agree,No answer,No answer,"Club/Student Organization,IFC/PHA Greek Life,Friend group/Family",No answer,"Yes, somewhat","Yes, very much","Yes, somewhat",Strongly agree,No,Yes,I met with someone at CAPS and then was referred to an outside care person.,Neither agree nor disagree,Unable to Judge,No answer,No,No answer,Yes,Agree,Unable to Judge,Disagree,Agree,"Exam Relief (5 min massage, therapy dogs, etc.)",No answer,No answer,Disagree,Unable to Judge,Agree,Strongly agree,No,No answer,No answer,No answer,No answer,Strongly Agree,Between 5-10 hours,Yes,No,No,No answer,Unable to judge,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Dissatisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste",Somewhat agree,Yes,3.5,US - East,No,No,No,No answer,Strongly Agree
First year,No,Weinberg,On Campus Residential Hall,No,Cisgender woman,No answer,Asian,No answer,No,No,Yes,No,No,Yes,No,Very important,Very important,Very important,Neither important nor unimportant,Important,Very important,Important,Very important,Neither important nor unimportant,Important,Very important,No answer,Disagree,Race,Not sure,Friend group/Family,No answer,"Yes, somewhat","Yes, somewhat","Yes, very much",Strongly agree,No,No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Yes,Yes,No,No answer,Disagree,Disagree,No answer,No answer,Yes,No,No answer,Neither agree or disagree,No answer,No answer,No answer,No answer,No answer,No answer,Yes,Strongly disagree,Neither satisfied nor dissatisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting",Somewhat agree,Not sure,No answer,US - West,No,No,No,No answer,Agree
Third year,No,Weinberg,On Campus Greek Housing,Yes,Cisgender woman,No answer,White,No answer,No,No,Yes,No,No,No,No,Very important,Very important,Important,Neither important nor unimportant,Unimportant,Unimportant,Important,Unimportant,Unimportant,Important,Important,No answer,Agree,No answer,No answer,IFC/PHA Greek Life,No answer,"Yes, very much","Yes, very much","Yes, very much",Strongly agree,Yes,Yes,I met with someone at CAPS and then was referred to an outside care person.,Agree,Agree,No answer,Yes,No,Yes,Strongly agree,Agree,Disagree,Strongly agree,None of the above.,No answer,No answer,Strongly disagree,Strongly agree,Agree,Neither agree nor disagree,Yes,No,No,No answer,Disagree,Agree,Between 1-5 hours,Yes,No,No,No answer,Unable to judge,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Extremely satisfied,Reducing container waste,Somewhat agree,Yes,3.3,US - Midwest,No,No,No,No answer,Strongly Agree
Second year,No,Medill,On Campus Residential Hall,No,Cisgender woman,No answer,Asian,No answer,Yes,No,Prefer not to answer,No,No,No,No,Very important,Very important,Important,Very important,Not at all important,Not at all important,Unimportant,Unimportant,Neither important nor unimportant,Important,Very important,No answer,Unable to Judge,No answer,No answer,Friend group/Family,No answer,"Yes, somewhat",No preference,"Yes, somewhat",Strongly agree,"Maybe, but I am unsure.",No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,"Multicultural Center (MCC),Wellness-oriented student groups (WildChat, Active Minds, MARS/SHAPE, etc.),Exam Relief (5 min massage, therapy dogs, etc.)",No answer,No answer,Strongly disagree,Unable to Judge,Agree,Agree,No,No answer,No answer,No answer,No answer,Strongly Agree,Between 5-10 hours,Yes,No,No,No answer,Neither agree or disagree,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Neither satisfied nor dissatisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Clean Energy (e.g. solar energy, wind power, geothermal),Reducing container waste",Somewhat disagree,Yes,4.5,US - Southwest,No,No,Prefer not to answer,No answer,Unable to Judge
First year,No,Medill,On Campus Residential College,No,Cisgender woman,No answer,Hispanic or Latino,No answer,Yes,No,Yes,No,No,Yes,No,Very important,Neither important nor unimportant,Unimportant,Important,Unimportant,Unimportant,Unimportant,Neither important nor unimportant,Neither important nor unimportant,Not at all important,Important,No answer,Agree,No answer,No answer,"Friend group/Family,Dorm/neighborhood",No answer,"Yes, very much",No preference,"Yes, very much",Strongly agree,Yes,Yes,I met with someone at CAPS and then was referred to an outside care person.,Agree,Agree,No answer,Yes,No,Yes,Strongly disagree,Agree,Disagree,Agree,"Exam Relief (5 min massage, therapy dogs, etc.)",Disagree,Agree,Neither agree nor disagree,Agree,Strongly disagree,Neither agree nor disagree,Yes,Yes,Yes,2,Strongly Disagree,Strongly Disagree,No answer,No answer,No,No,No answer,Agree,No answer,No answer,No answer,No answer,No answer,No answer,Yes,Agree,Satisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Somewhat agree,Yes,No answer,US - East,No,No,No,No answer,Agree
First year,No,School of Communication,On Campus Residential Community,No,Cisgender woman,No answer,White,No answer,Yes,No,No,No,No,No,No,Very important,Very important,Very important,Very important,Neither important nor unimportant,Unable to Judge,Important,Very important,Very important,Unable to Judge,Very important,No answer,Agree,No answer,No answer,"Friend group/Family,Academic Cohort (people in your major, PA group, Peer-Guided Study group)",No answer,"Yes, somewhat","Yes, somewhat","Yes, very much",Strongly agree,"Maybe, but I am unsure.",Yes,The wait time for ongoing therapy was too long so I did not follow through.,Strongly disagree,Unable to Judge,No answer,No,No answer,Yes,Agree,Disagree,Unable to Judge,Disagree,None of the above.,No answer,No answer,Disagree,Neither agree nor disagree,Agree,Unable to Judge,No,No answer,No answer,No answer,No answer,Disagree,No answer,No answer,Yes,No,No answer,Agree,No answer,No answer,No answer,No answer,No answer,No answer,Yes,Strongly disagree,Extremely dissatisfied,"Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Somewhat agree,Yes,4.9,US - West,No,It's complicated,No,No answer,Agree
First year,No,School of Communication,On Campus Residential College,No,Cisgender woman,No answer,Multi-racial or Multi-ethnic,"White,Black or African American",Yes,No,Yes,No,No,Yes,No,Very important,Very important,Very important,Very important,Important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Important,Very important,Unimportant,No answer,Neither agree or disagree,No answer,No answer,"Friend group/Family,Academic Cohort (people in your major, PA group, Peer-Guided Study group),Dorm/neighborhood,Residential College",No answer,"Yes, very much","Yes, very much","Yes, very much",Strongly agree,Yes,Yes,The wait time for ongoing therapy was too long so I did not follow through.,Disagree,Disagree,The wait was too long for me to follow through and receive help.,Prefer not to answer,No answer,No,No answer,No answer,No answer,No answer,AccessibleNU,Agree,Agree,Agree,Disagree,Disagree,Unable to Judge,No,No answer,No answer,No answer,No answer,Disagree,No answer,No answer,Yes,No,No answer,Strongly Agree,No answer,No answer,No answer,No answer,No answer,No answer,Yes,Strongly disagree,Extremely dissatisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Somewhat agree,Yes,4,US - Midwest,No,Yes,No,No answer,Strongly Agree
First year,No,McCormick,On Campus Residential Hall,No,Cisgender woman,No answer,Asian,No answer,No,No,No,No,No,No,No,Unable to Judge,Unable to Judge,Important,Important,Unimportant,Important,Neither important nor unimportant,Unimportant,Unimportant,Unimportant,Neither important nor unimportant,No answer,Neither agree or disagree,No answer,No answer,Club/Student Organization,No answer,No preference,No preference,"Yes, somewhat",Neither agree nor disagree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Disagree,Agree,Agree,Unable to Judge,No,No answer,No answer,No answer,No answer,Agree,Between 5-10 hours,No,No,No,No answer,Unable to judge,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Satisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Clean Energy (e.g. solar energy, wind power, geothermal)",Somewhat agree,No,4.4,US - Midwest,No,Yes,No,No answer,Neither Agree nor Disagree
Second year,No,Weinberg,On Campus Residential College,Yes,Cisgender woman,No answer,White,No answer,No,No,No,No,No,No,Yes,Neither important nor unimportant,Important,Important,Very important,Unimportant,Very important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Very important,Unimportant,Disagree,"Socioeconomic Status,Religion",Not sure,"Club/Student Organization,IFC/PHA Greek Life,Friend group/Family",No answer,No preference,"No, not really","Yes, somewhat",Strongly agree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Agree,Disagree,Disagree,Strongly agree,Yes,No,No,No answer,Disagree,Agree,Between 5-10 hours,No,No,No,No answer,Neither agree or disagree,No answer,No answer,No answer,No answer,No answer,No answer,No,No answer,Extremely dissatisfied,"Providing alternative student transportation options (e.g. biking, scooters etc.),Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Composting,Reducing container waste,LEED certified buildings, ENERGY STAR",Somewhat agree,Yes,4,US - East,No,No,No,No answer,Agree
First year,No,"Weinberg,Medill",On Campus Residential College,No,Cisgender woman,No answer,White,No answer,No,No,Yes,No,No,No,No,Very important,Important,Very important,Very important,Neither important nor unimportant,Important,Neither important nor unimportant,Important,Unable to Judge,Important,Important,No answer,Agree,No answer,No answer,"Club/Student Organization,Friend group/Family",No answer,"Yes, somewhat","Yes, somewhat","Yes, very much",Strongly agree,Yes,No,No answer,No answer,No answer,No answer,No,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Agree,Unable to Judge,Agree,Strongly agree,Yes,Yes,No,No answer,Agree,Strongly Agree,Between 1-5 hours,No,Yes,No,No answer,Unable to judge,No answer,No answer,No answer,No answer,No answer,No answer,Yes,Neither agree nor disagree,Neither satisfied nor dissatisfied,"Promoting sustainability culture (faculty, staff, and student workshops, peer education sustainability programs, Green Office program),Clean Energy (e.g. solar energy, wind power, geothermal),Reducing container waste",Strongly agree,Yes,No answer,US - Midwest,No,Yes,No,No answer,Strongly Agree
First year,No,McCormick,On Campus Residential Hall,No,Cisgender woman,No answer,White,No answer,No,No,Yes,No,No,No,No,Important,Important,Unimportant,Important,Important,Very important,Unimportant,Unimportant,Unimportant,Unable to Judge,Very important,No answer,Disagree,"Gender,Socioeconomic Status,Religion",Classroom or other academic setting,"Club/Student Organization,Friend group/Family",No answer,"Yes, very much","Yes, somewhat","Yes, somewhat",Unable to judge,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,None of the above.,No answer,No answer,Agree,Strongly disagree,Strongly disagree,Agree,No,No answer,No answer,No answer,No answer,Strongly Agree,Between 1-5 hours,No,No,No,No answer,Disagree,No answer,No answer,No answer,No answer,No answer,No answer,Yes,Strongly disagree,Extremely dissatisfied,"Clean Energy (e.g. solar energy, wind power, geothermal),LEED certified buildings, ENERGY STAR",Unable to judge,Yes,3,US - West,No,No,No,No answer,Disagree
